顾客编号,销售金额,销售日期
1818,237.57000000000005,2015-03-042015-03-042015-03-042015-03-042015-03-042015-03-042015-03-042015-03-042015-03-042015-03-042015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-04-082015-04-082015-04-152015-04-152015-04-152015-04-152015-04-212015-04-212015-04-21
1819,29.02,2015-03-042015-03-042015-03-04
1820,48.66,2015-03-042015-03-042015-03-042015-03-042015-03-042015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-16
1821,5.8,2015-03-04
1822,25.0,2015-03-042015-03-042015-03-04
1823,73.74,2015-03-042015-03-042015-03-042015-03-042015-03-042015-03-202015-03-202015-03-202015-03-202015-04-142015-04-142015-04-142015-04-142015-04-14
1824,66.24,2015-03-042015-03-042015-03-042015-03-042015-03-042015-03-042015-03-042015-03-042015-03-04
1825,69.27,2015-03-042015-03-042015-04-022015-04-02
1826,20.8,2015-03-042015-03-04
1827,11.3,2015-03-052015-03-05
1828,46.17999999999999,2015-03-052015-03-052015-03-052015-03-052015-03-052015-03-052015-03-05
1829,52.51,2015-03-052015-03-052015-03-052015-03-052015-03-052015-03-052015-03-052015-03-062015-03-062015-03-062015-03-062015-03-062015-03-06
1830,96.41999999999999,2015-03-052015-03-052015-03-052015-04-292015-04-292015-04-29
1831,40.0,2015-03-052015-03-052015-03-052015-03-052015-03-05
1832,102.07000000000001,2015-03-052015-03-082015-03-082015-03-082015-03-08
1833,28.77,2015-03-052015-03-052015-03-052015-03-17
1834,65.38000000000001,2015-03-052015-03-052015-03-282015-03-282015-04-012015-04-01
1835,50.239999999999995,2015-03-052015-03-052015-03-05
1836,182.77,2015-03-052015-03-052015-03-052015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-01
1837,22.7,2015-03-062015-03-06
1838,26.029999999999998,2015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-06
1839,493.5199999999998,2015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-072015-03-072015-03-072015-03-072015-03-072015-03-082015-03-082015-03-082015-03-082015-03-082015-03-082015-03-102015-03-102015-03-232015-03-232015-03-232015-03-252015-03-252015-03-252015-04-082015-04-082015-04-112015-04-112015-04-112015-04-112015-04-112015-04-112015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-222015-04-222015-04-222015-04-222015-04-222015-04-232015-04-232015-04-23
1840,145.49,2015-03-062015-03-062015-03-062015-03-062015-03-062015-03-152015-03-152015-03-152015-03-152015-03-152015-03-152015-03-162015-03-162015-03-162015-03-162015-03-16
1841,57.6,2015-03-06
1842,2.5,2015-03-06
1843,63.68,2015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-06
1844,37.32,2015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-06
1845,22.8,2015-03-062015-03-06
1846,229.79999999999998,2015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-062015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-30
1847,5.9,2015-03-06
1848,41.699999999999996,2015-03-062015-03-06
1849,77.68,2015-03-062015-03-062015-03-062015-04-022015-04-072015-04-072015-04-072015-04-072015-04-282015-04-28
1850,48.0,2015-03-062015-03-062015-03-06
1851,119.91999999999999,2015-03-062015-03-062015-03-062015-03-192015-03-192015-03-192015-03-192015-03-192015-03-192015-03-192015-03-192015-03-192015-03-192015-04-042015-04-042015-04-042015-04-042015-04-04
1852,9.19,2015-03-06
1853,34.6,2015-03-072015-03-07
1854,129.33,2015-03-072015-03-072015-03-072015-03-072015-03-072015-03-07
1855,77.4,2015-03-072015-03-072015-03-072015-03-072015-03-07
1856,118.1,2015-03-072015-03-072015-03-072015-03-072015-03-122015-03-122015-03-122015-04-132015-04-132015-04-132015-04-132015-04-232015-04-232015-04-23
1857,10.9,2015-03-07
1858,154.25,2015-03-072015-03-072015-03-172015-03-262015-03-262015-03-262015-03-262015-03-262015-03-262015-03-262015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-152015-04-15
1859,14.690000000000001,2015-03-072015-03-072015-03-07
1860,15.9,2015-03-07
1861,20.2,2015-03-082015-03-08
1862,9.9,2015-03-08
1863,70.89999999999999,2015-03-082015-03-082015-03-082015-03-082015-03-082015-03-082015-03-082015-03-08
1864,135.04,2015-03-082015-03-082015-03-08
1865,28.93,2015-03-082015-03-082015-03-082015-04-122015-04-12
1866,157.61999999999998,2015-03-082015-03-082015-03-082015-03-082015-03-082015-03-082015-03-082015-03-082015-03-082015-03-082015-03-082015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-18
1867,61.66,2015-03-082015-03-092015-03-092015-03-112015-03-11
1868,123.27000000000001,2015-03-082015-03-082015-03-08
1869,235.42000000000002,2015-03-082015-03-082015-03-082015-03-082015-03-142015-03-142015-03-142015-03-142015-03-302015-03-302015-03-302015-03-302015-04-302015-04-302015-04-302015-04-302015-04-30
1870,147.99000000000004,2015-03-082015-03-082015-03-082015-03-082015-03-232015-03-232015-03-232015-03-232015-03-23
1871,55.35999999999999,2015-03-082015-03-082015-03-082015-03-082015-03-08
1872,92.09,2015-03-082015-03-082015-03-082015-03-082015-03-08
1873,93.56,2015-03-082015-03-082015-03-082015-03-08
1874,140.79999999999998,2015-03-082015-03-082015-03-082015-03-082015-03-082015-03-082015-03-082015-04-142015-04-142015-04-142015-04-142015-04-14
1875,242.61,2015-03-082015-03-082015-03-082015-03-082015-03-082015-03-082015-03-08
1876,69.52,2015-03-082015-03-082015-03-08
1877,102.2,2015-03-092015-03-092015-03-092015-03-092015-03-092015-03-092015-03-092015-03-09
1878,156.62,2015-03-092015-03-092015-03-092015-03-092015-03-092015-03-092015-03-092015-03-092015-03-092015-03-092015-03-092015-03-092015-03-092015-03-092015-03-092015-03-282015-03-282015-03-28
1879,22.01,2015-03-092015-03-092015-03-092015-03-09
1880,135.21,2015-03-092015-03-092015-03-092015-03-092015-03-092015-03-092015-03-092015-03-092015-03-092015-03-09
1881,110.31000000000002,2015-03-092015-03-092015-03-092015-03-092015-03-092015-03-092015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-152015-04-152015-04-152015-04-15
1882,181.39000000000001,2015-03-092015-03-092015-03-092015-03-092015-03-092015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-16
1883,55.87,2015-03-092015-03-092015-03-092015-03-092015-03-092015-03-092015-03-09
1884,134.3,2015-03-092015-03-092015-03-092015-03-172015-03-172015-03-172015-03-172015-03-172015-03-172015-04-232015-04-232015-04-232015-04-232015-04-232015-04-232015-04-232015-04-232015-04-232015-04-232015-04-232015-04-232015-04-232015-04-23
1885,5.02,2015-03-092015-03-09
1886,43.7,2015-03-092015-03-09
1887,79.61,2015-03-092015-03-092015-03-09
1888,98.9,2015-03-092015-03-09
1889,185.58,2015-03-092015-03-132015-03-132015-03-132015-03-252015-03-252015-03-252015-03-252015-03-252015-03-252015-03-252015-03-252015-03-262015-03-262015-03-262015-03-262015-03-262015-04-152015-04-152015-04-152015-04-152015-04-172015-04-182015-04-202015-04-222015-04-222015-04-222015-04-222015-04-222015-04-22
1890,67.83,2015-03-092015-03-152015-03-152015-03-232015-03-23
1891,37.5,2015-03-102015-03-102015-03-102015-03-10
1892,204.06000000000003,2015-03-102015-03-102015-03-102015-03-10
1893,52.199999999999996,2015-03-102015-03-102015-03-102015-03-10
1894,79.56,2015-03-102015-03-102015-03-102015-03-102015-03-102015-03-102015-03-102015-03-102015-03-102015-03-102015-03-10
1895,68.6,2015-03-102015-03-10
1896,168.29999999999998,2015-03-102015-03-102015-03-102015-03-102015-03-102015-03-102015-03-102015-03-102015-03-102015-03-102015-03-102015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-262015-03-262015-03-262015-03-262015-03-262015-04-022015-04-022015-04-022015-04-022015-04-022015-04-022015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-13
1897,57.0,2015-03-102015-03-102015-03-102015-03-102015-03-102015-03-10
1898,136.11,2015-03-102015-03-102015-03-102015-03-122015-03-192015-04-072015-04-072015-04-072015-04-082015-04-172015-04-172015-04-172015-04-292015-04-29
1899,93.47999999999999,2015-03-102015-03-102015-03-102015-03-102015-04-012015-04-012015-04-012015-04-012015-04-012015-04-212015-04-212015-04-212015-04-212015-04-212015-04-212015-04-21
1900,269.41,2015-03-102015-03-102015-03-102015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-152015-03-152015-03-152015-03-152015-03-152015-03-152015-03-152015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-04-012015-04-012015-04-012015-04-012015-04-012015-04-052015-04-052015-04-052015-04-152015-04-152015-04-262015-04-262015-04-26
1901,9.61,2015-03-102015-03-10
1902,22.3,2015-03-102015-03-10
1903,56.9,2015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-11
1904,173.27,2015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-212015-03-212015-03-212015-03-212015-03-262015-03-262015-03-262015-03-262015-03-262015-03-26
1905,6.9,2015-03-11
1906,86.94,2015-03-112015-03-112015-03-112015-03-282015-03-28
1907,24.700000000000003,2015-03-112015-03-112015-03-112015-03-11
1908,25.79,2015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-11
1909,234.14,2015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-132015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-23
1910,69.5,2015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-11
1911,15.86,2015-03-112015-03-112015-03-11
1912,107.28,2015-03-112015-03-112015-03-212015-03-242015-03-24
1913,33.62,2015-03-112015-03-11
1914,27.08,2015-03-112015-03-11
1915,139.92,2015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-17
1916,47.26,2015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-11
1917,56.29,2015-03-112015-03-112015-03-18
1918,43.300000000000004,2015-03-112015-03-112015-03-112015-03-112015-03-11
1919,47.96,2015-03-112015-03-112015-03-112015-03-11
1920,4.4,2015-03-11
1921,45.37,2015-03-112015-03-112015-03-112015-03-112015-03-112015-03-11
1922,155.19,2015-03-112015-03-112015-03-112015-03-112015-03-112015-03-252015-03-252015-03-252015-03-25
1923,45.57,2015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-11
1924,11.3,2015-03-112015-03-11
1925,211.39999999999998,2015-03-112015-03-112015-03-112015-03-112015-03-112015-03-11
1926,54.2,2015-03-112015-03-112015-03-112015-03-172015-03-172015-03-172015-03-172015-03-172015-03-17
1927,494.1099999999999,2015-03-112015-03-112015-03-112015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-052015-04-052015-04-052015-04-082015-04-082015-04-082015-04-082015-04-112015-04-112015-04-112015-04-112015-04-112015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-202015-04-202015-04-202015-04-212015-04-222015-04-222015-04-222015-04-22
1928,37.64,2015-03-112015-03-112015-03-112015-03-11
1929,39.839999999999996,2015-03-112015-03-112015-03-11
1930,35.870000000000005,2015-03-122015-03-122015-03-122015-03-122015-03-122015-03-122015-03-12
1931,105.66,2015-03-122015-03-122015-04-072015-04-072015-04-222015-04-222015-04-22
1932,19.799999999999997,2015-03-122015-03-12
1933,33.3,2015-03-122015-03-122015-03-122015-03-122015-03-12
1934,141.57999999999998,2015-03-122015-03-122015-03-12
1935,63.38000000000001,2015-03-122015-03-122015-03-122015-03-222015-03-222015-03-222015-03-222015-04-14
1936,85.05,2015-03-122015-03-122015-03-122015-03-122015-03-122015-03-172015-03-172015-03-172015-03-172015-03-172015-03-17
1937,33.3,2015-03-122015-03-122015-03-122015-03-122015-03-12
1938,151.46,2015-03-122015-03-122015-03-122015-03-122015-03-122015-03-122015-03-132015-03-132015-03-132015-04-022015-04-022015-04-022015-04-022015-04-022015-04-022015-04-022015-04-022015-04-022015-04-022015-04-022015-04-022015-04-022015-04-02
1939,74.53,2015-03-122015-03-122015-03-122015-03-122015-03-122015-03-122015-03-122015-03-122015-03-122015-03-12
1940,8.1,2015-03-122015-03-12
1941,20.779999999999998,2015-03-122015-03-122015-03-122015-03-122015-03-12
1942,87.30999999999999,2015-03-122015-03-122015-03-122015-03-182015-03-182015-04-052015-04-052015-04-132015-04-132015-04-13
1943,53.5,2015-03-122015-03-122015-03-122015-03-12
1944,25.9,2015-03-12
1945,62.4,2015-03-12
1946,53.0,2015-03-12
1947,40.0,2015-03-132015-03-132015-03-132015-03-13
1948,41.15,2015-03-132015-03-132015-03-132015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-17
1949,141.45999999999998,2015-03-132015-03-132015-03-132015-03-132015-03-302015-03-302015-03-302015-03-302015-03-302015-03-30
1950,425.30999999999983,2015-03-132015-03-132015-03-132015-03-132015-03-132015-03-132015-03-132015-03-132015-03-222015-03-222015-03-222015-03-222015-03-222015-03-222015-03-222015-03-222015-03-292015-03-292015-03-292015-03-292015-03-292015-04-042015-04-042015-04-042015-04-102015-04-102015-04-102015-04-102015-04-102015-04-102015-04-102015-04-172015-04-172015-04-172015-04-172015-04-212015-04-212015-04-212015-04-212015-04-212015-04-212015-04-242015-04-242015-04-242015-04-242015-04-242015-04-262015-04-262015-04-262015-04-262015-04-262015-04-262015-04-26
1951,50.9,2015-03-132015-03-132015-03-132015-03-132015-03-132015-03-13
1952,27.38,2015-03-132015-03-132015-03-132015-03-132015-03-13
1953,249.42999999999998,2015-03-132015-03-132015-03-132015-03-152015-04-022015-04-062015-04-062015-04-142015-04-142015-04-142015-04-142015-04-142015-04-142015-04-142015-04-14
1954,25.49,2015-03-132015-03-132015-03-132015-03-132015-03-13
1955,256.77,2015-03-132015-03-132015-03-132015-03-132015-03-132015-03-132015-03-132015-03-192015-03-192015-03-192015-03-192015-03-192015-03-222015-03-222015-03-222015-03-222015-03-222015-03-222015-03-222015-03-222015-03-222015-03-222015-03-222015-03-222015-03-222015-03-222015-03-222015-03-282015-03-282015-04-142015-04-142015-04-142015-04-142015-04-142015-04-142015-04-142015-04-142015-04-142015-04-292015-04-292015-04-292015-04-29
1956,338.0,2015-03-132015-03-132015-03-132015-03-132015-03-132015-03-132015-03-132015-03-27
1957,64.16999999999999,2015-03-132015-03-132015-03-132015-03-132015-03-132015-03-132015-03-13
1958,372.79999999999995,2015-03-132015-03-132015-03-132015-03-132015-03-132015-03-132015-03-132015-03-132015-03-132015-03-202015-03-202015-03-202015-03-202015-03-202015-04-122015-04-122015-04-122015-04-122015-04-122015-04-122015-04-122015-04-122015-04-142015-04-142015-04-142015-04-142015-04-14
1959,51.43,2015-03-132015-03-132015-03-132015-03-132015-03-132015-03-13
1960,3.7,2015-03-13
1961,13.780000000000001,2015-03-132015-03-132015-03-13
1962,155.93,2015-03-132015-03-252015-03-252015-03-252015-04-292015-04-29
1963,36.63,2015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-14
1964,98.27000000000001,2015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-14
1965,45.400000000000006,2015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-14
1966,19.900000000000002,2015-03-142015-03-142015-03-142015-03-142015-03-142015-03-14
1967,86.35000000000002,2015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-30
1968,87.9,2015-03-142015-03-14
1969,187.39999999999998,2015-03-142015-03-142015-03-142015-03-142015-03-142015-03-152015-03-152015-03-152015-03-152015-03-152015-03-152015-03-152015-03-152015-03-152015-03-152015-03-182015-03-182015-03-202015-03-202015-03-202015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-252015-03-25
1970,97.69999999999999,2015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-152015-04-292015-04-29
1971,114.0,2015-03-142015-03-14
1972,56.9,2015-03-142015-03-142015-03-142015-03-14
1973,186.43,2015-03-142015-03-142015-03-142015-04-182015-04-182015-04-182015-04-182015-04-182015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-30
1974,140.7,2015-03-142015-03-142015-03-14
1975,23.4,2015-03-142015-03-142015-03-142015-03-14
1976,76.10000000000001,2015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-14
1977,360.1,2015-03-142015-03-142015-03-142015-03-14
1978,117.32,2015-03-152015-03-152015-03-152015-03-152015-03-152015-03-152015-03-152015-03-152015-03-152015-03-252015-03-252015-03-252015-04-132015-04-132015-04-13
1979,152.88000000000008,2015-03-152015-03-152015-03-152015-03-152015-03-152015-03-152015-03-152015-03-152015-03-152015-03-152015-03-152015-03-152015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-04-112015-04-112015-04-112015-04-112015-04-112015-04-112015-04-112015-04-112015-04-112015-04-112015-04-112015-04-112015-04-112015-04-112015-04-112015-04-11
1980,46.16999999999999,2015-03-152015-03-152015-03-152015-04-032015-04-032015-04-032015-04-032015-04-282015-04-282015-04-282015-04-282015-04-28
1981,229.21,2015-03-152015-03-152015-03-152015-03-152015-03-272015-03-272015-03-272015-03-272015-04-032015-04-032015-04-032015-04-032015-04-062015-04-062015-04-062015-04-072015-04-072015-04-11
1982,31.259999999999998,2015-03-152015-03-152015-03-152015-03-152015-03-15
1983,107.79,2015-03-152015-03-152015-03-152015-03-152015-03-152015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-04-292015-04-292015-04-292015-04-292015-04-292015-04-29
1984,45.8,2015-03-152015-03-15
1985,11.8,2015-03-15
1986,85.39999999999999,2015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-16
1987,73.86999999999999,2015-03-162015-03-162015-03-162015-03-162015-03-162015-04-242015-04-242015-04-242015-04-242015-04-242015-04-24
1988,123.32000000000001,2015-03-162015-03-162015-03-162015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-07
1989,745.9200000000001,2015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-172015-03-172015-03-212015-03-222015-03-222015-03-222015-03-242015-03-242015-03-262015-03-262015-03-262015-03-262015-03-302015-03-302015-04-022015-04-022015-04-022015-04-23
1990,89.09,2015-03-162015-04-022015-04-022015-04-072015-04-072015-04-23
1991,118.70999999999998,2015-03-162015-03-162015-03-182015-03-182015-03-182015-03-182015-03-242015-03-242015-03-242015-03-302015-03-302015-04-072015-04-07
1992,51.9,2015-03-162015-03-162015-03-16
1993,161.88,2015-03-162015-03-162015-03-162015-03-282015-03-282015-04-112015-04-112015-04-112015-04-112015-04-17
1994,139.20000000000002,2015-03-162015-03-162015-03-162015-03-16
1995,29.29,2015-03-162015-03-162015-03-162015-03-16
1996,81.0,2015-03-162015-03-162015-03-162015-03-16
1997,13.6,2015-03-16
1998,115.78,2015-03-162015-03-162015-03-162015-03-202015-03-202015-03-202015-03-202015-03-202015-03-202015-03-20
1999,5.0,2015-03-16
2000,120.74999999999999,2015-03-172015-03-172015-03-182015-03-182015-03-182015-03-192015-03-242015-03-242015-03-302015-03-30
2001,63.339999999999996,2015-03-172015-03-172015-03-17
2002,12.190000000000001,2015-03-172015-03-172015-03-172015-03-17
2003,472.3499999999998,2015-03-172015-03-172015-03-172015-03-172015-03-172015-03-172015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-262015-03-262015-03-262015-03-262015-03-262015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-052015-04-052015-04-052015-04-052015-04-052015-04-072015-04-072015-04-072015-04-072015-04-072015-04-082015-04-082015-04-082015-04-082015-04-272015-04-272015-04-272015-04-272015-04-272015-04-272015-04-272015-04-272015-04-272015-04-272015-04-27
2004,99.16999999999999,2015-03-172015-03-172015-03-172015-03-172015-03-182015-03-182015-04-012015-04-012015-04-012015-04-012015-04-022015-04-022015-04-022015-04-022015-04-022015-04-02
2005,207.60000000000005,2015-03-172015-03-172015-03-172015-03-172015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-132015-04-132015-04-132015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-272015-04-272015-04-272015-04-27
2006,13.629999999999999,2015-03-172015-03-17
2007,68.92,2015-03-172015-03-172015-03-172015-03-212015-03-222015-03-222015-03-22
2008,131.04999999999998,2015-03-172015-03-172015-03-182015-03-192015-03-192015-03-192015-03-192015-03-192015-03-192015-03-192015-03-192015-03-192015-03-192015-03-192015-04-15
2009,10.5,2015-03-172015-03-17
2010,27.56,2015-03-182015-03-182015-03-182015-03-182015-03-182015-03-18
2011,16.96,2015-03-182015-03-182015-03-182015-03-18
2012,125.53,2015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-04-15
2013,71.0,2015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-04-182015-04-182015-04-182015-04-182015-04-202015-04-20
2014,39.1,2015-03-182015-03-182015-03-18
2015,136.0,2015-03-182015-03-182015-03-182015-03-182015-03-182015-04-072015-04-072015-04-07
2016,83.31,2015-03-182015-03-182015-03-182015-03-18
2017,110.24,2015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-202015-03-202015-03-202015-03-202015-03-20
2018,36.660000000000004,2015-03-182015-03-182015-03-182015-03-252015-03-25
2019,160.89,2015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-242015-03-242015-03-242015-04-272015-04-282015-04-282015-04-282015-04-282015-04-28
2020,33.12,2015-03-182015-03-182015-03-182015-03-182015-03-192015-03-192015-04-082015-04-082015-04-082015-04-10
2021,39.379999999999995,2015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-18
2022,89.05000000000001,2015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-212015-03-212015-03-212015-03-212015-03-212015-04-132015-04-132015-04-13
2023,16.32,2015-03-182015-03-182015-03-182015-03-18
2024,28.419999999999998,2015-03-182015-03-182015-03-182015-03-182015-03-182015-03-18
2025,75.69,2015-03-182015-03-182015-03-182015-03-182015-03-18
2026,76.82,2015-03-182015-03-182015-03-182015-03-182015-04-062015-04-062015-04-062015-04-062015-04-062015-04-062015-04-06
2027,106.48,2015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-18
2028,20.700000000000003,2015-03-182015-03-182015-03-18
2029,93.78,2015-03-182015-03-182015-03-182015-03-182015-03-18
2030,23.09,2015-03-182015-03-182015-03-182015-03-18
2031,21.200000000000003,2015-03-182015-03-18
2032,32.53,2015-03-182015-03-182015-03-182015-03-18
2033,29.4,2015-03-182015-03-182015-03-182015-03-182015-03-182015-03-18
2034,92.13999999999999,2015-03-182015-03-182015-03-182015-03-182015-03-182015-03-18
2035,17.8,2015-03-182015-03-18
2036,185.40999999999997,2015-03-182015-03-182015-03-182015-03-292015-03-292015-03-292015-03-292015-03-292015-04-052015-04-052015-04-072015-04-072015-04-072015-04-072015-04-072015-04-262015-04-26
2037,61.290000000000006,2015-03-182015-03-242015-03-242015-04-072015-04-072015-04-072015-04-132015-04-132015-04-172015-04-172015-04-172015-04-17
2038,55.0,2015-03-18
2039,21.3,2015-03-182015-03-18
2040,42.8,2015-03-182015-03-18
2041,48.67,2015-03-192015-03-192015-03-192015-03-192015-03-192015-03-192015-03-19
2042,150.01999999999998,2015-03-192015-03-192015-03-192015-03-192015-03-192015-03-192015-03-192015-03-192015-03-202015-03-202015-03-202015-03-222015-03-222015-04-012015-04-012015-04-042015-04-042015-04-042015-04-04
2043,34.3,2015-03-19
2044,33.7,2015-03-192015-03-192015-03-19
2045,26.22,2015-03-192015-03-192015-04-182015-04-182015-04-182015-04-18
2046,16.48,2015-03-192015-03-192015-03-192015-03-192015-03-19
2047,70.52,2015-03-192015-03-192015-03-192015-04-182015-04-182015-04-182015-04-182015-04-18
2048,125.57,2015-03-192015-03-192015-03-192015-03-192015-03-192015-03-232015-03-232015-03-232015-03-232015-03-252015-03-252015-03-25
2049,53.24,2015-03-192015-03-192015-04-012015-04-012015-04-01
2050,111.06,2015-03-192015-03-192015-03-192015-03-192015-03-192015-03-192015-03-192015-03-192015-04-022015-04-022015-04-02
2051,22.2,2015-03-192015-03-192015-03-19
2052,43.37,2015-03-192015-03-192015-03-192015-03-19
2053,92.72000000000003,2015-03-192015-03-192015-03-192015-03-222015-03-222015-03-222015-03-222015-03-222015-03-222015-04-102015-04-102015-04-102015-04-102015-04-102015-04-102015-04-102015-04-102015-04-172015-04-17
2054,52.699999999999996,2015-03-202015-03-202015-04-302015-04-302015-04-302015-04-30
2055,26.1,2015-03-202015-03-202015-03-20
2056,21.9,2015-03-202015-03-20
2057,13.8,2015-03-202015-03-202015-03-20
2058,44.699999999999996,2015-03-202015-03-202015-03-20
2059,12.9,2015-03-20
2060,37.699999999999996,2015-03-212015-03-212015-03-212015-03-212015-03-21
2061,95.27000000000002,2015-03-212015-03-212015-03-212015-03-212015-03-212015-04-292015-04-292015-04-292015-04-292015-04-292015-04-292015-04-292015-04-292015-04-292015-04-29
2062,230.66,2015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-272015-03-272015-03-272015-03-272015-03-272015-03-272015-03-272015-03-272015-03-272015-03-272015-04-012015-04-012015-04-212015-04-212015-04-212015-04-212015-04-212015-04-222015-04-222015-04-222015-04-24
2063,156.73000000000002,2015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-21
2064,75.09,2015-03-212015-03-212015-03-282015-03-282015-03-282015-03-282015-03-292015-03-292015-03-292015-03-292015-04-172015-04-172015-04-172015-04-182015-04-182015-04-182015-04-18
2065,56.5,2015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-21
2066,34.8,2015-03-212015-03-28
2067,53.0,2015-03-21
